"","Doxorubicin_IC_50","Etoposide_IC_50","Gemcitabine_IC_50","Mitomycin.C_IC_50","Vinorelbine_IC_50","NSC.87877_IC_50","Bicalutamide_IC_50","QS11_IC_50","Midostaurin_IC_50","CHIR.99021_IC_50","AP.24534_IC_50","AZD6482_IC_50","JNK.9L_IC_50","PF.562271_IC_50","DMOG_IC_50","FTI.277_IC_50","OSU.03012_IC_50","Shikonin_IC_50","AKT.inhibitor.VIII_IC_50","Embelin_IC_50","FH535_IC_50","PAC.1_IC_50","IPA.3_IC_50","GSK.650394_IC_50","BAY.61.3606_IC_50","Thapsigargin_IC_50","Obatoclax.Mesylate_IC_50","BMS.754807_IC_50","OSI.906_IC_50","Bexarotene_IC_50","Bleomycin_IC_50","LFM.A13_IC_50","AUY922_IC_50","Bryostatin.1_IC_50","Pazopanib_IC_50","LAQ824_IC_50","Epothilone.B_IC_50","GSK.1904529A_IC_50","Tipifarnib_IC_50","AS601245_IC_50","AICAR_IC_50","Camptothecin_IC_50","Vinblastine_IC_50","Cisplatin_IC_50","Cytarabine_IC_50","Docetaxel_IC_50","Methotrexate_IC_50","ATRA_IC_50","Gefitinib_IC_50","ABT.263_IC_50","Vorinostat_IC_50","RDEA119_IC_50","Temsirolimus_IC_50","AZD.2281_IC_50","ABT.888_IC_50","Bosutinib_IC_50","Lenalidomide_IC_50","Axitinib_IC_50","AZD7762_IC_50","GW.441756_IC_50","CEP.701_IC_50","X17.AAG_IC_50","VX.702_IC_50","AMG.706_IC_50","KU.55933_IC_50","Elesclomol_IC_50","BIBW2992_IC_50","GDC.0449_IC_50","PLX4720_IC_50","BX.795_IC_50","NU.7441_IC_50","BIRB.0796_IC_50","JNK.Inhibitor.VIII_IC_50","Nutlin.3a_IC_50","PD.173074_IC_50","RO.3306_IC_50","NVP.BEZ235_IC_50","GDC0941_IC_50","AZD8055_IC_50","PD.0325901_IC_50","CCT007093_IC_50","EHT.1864_IC_50","BMS.708163_IC_50","PF.4708671_IC_50","JNJ.26854165_IC_50","TW.37_IC_50","AG.014699_IC_50"
"P31-FUJ",3.791625,7.782835,4.166361,1.240619,2.432365,6.687801,5.372341,7.274691,4.831318,5.93215,4.956613,7.354758,1.534463,5.937023,9.771292,4.79141,7.350767,0.725659,6.517006,5.91016,2.049964,4.304235,7.586156,7.941178,6.386747,-2.63018,3.511244,6.410556,6.518378,6.415053,6.130257,8.030948,0.102249,0.078016,4.712932,-2.128894,1.8209,5.672562,7.756398,4.657202,9.109138,-3.535974,-4.437585,5.74896,5.644866,-0.723593,-0.278082,6.780977,2.672997,3.106628,0.501869,1.879526,1.431237,4.174177,5.322832,4.006578,4.962493,2.671857,-1.071115,5.719969,-0.709734,4.366701,4.529316,5.142687,6.848991,2.783299,3.827343,6.412621,6.24932,4.941075,5.404903,7.323515,6.480516,6.710396,4.763741,6.057291,-0.957335,3.046669,1.815877,-0.253358,6.247519,4.087507,6.580759,4.907554,7.30496,1.147566,5.076413
"PA-1",-3.112686,-2.023481,-4.711291,-3.750394,-5.768897,7.131903,4.075338,2.817778,-1.68744,2.479059,3.245843,5.248723,-2.279213,2.159516,4.784395,1.877516,0.908636,-1.603055,2.20565,0.842359,1.065663,5.035381,3.300921,1.203223,0.00912,-7.267107,-2.433896,2.529333,5.580158,2.917686,0.700754,6.712188,-3.591602,-0.035178,5.876842,-3.493681,-8.658387,3.78073,0.290081,0.425687,8.286023,-7.02099,-4.49529,0.598542,-0.889838,-7.397332,2.673147,3.695264,3.376312,1.473648,-0.593327,5.143803,-3.207393,2.136001,5.900206,2.19697,6.065755,2.826951,2.368079,5.104006,-1.653869,0.306693,5.156158,5.415236,4.719524,-4.184893,3.765876,6.646228,2.105907,0.254261,3.099496,5.126381,6.592409,0.764858,4.821281,5.639861,-3.14139,1.638596,-0.219113,2.208931,3.781689,3.397645,5.892422,5.397975,1.1941,-2.012427,1.101382
"PANC-03-27",-3.569959,0.492805,-5.651343,-1.78881,-5.124661,7.164583,3.547454,2.065713,-1.831348,4.36227,1.34003,2.138559,-1.306043,2.124558,6.509535,4.706915,1.025319,-1.787386,2.164566,3.557782,1.853025,-0.274865,5.630739,4.57449,1.715234,-9.303799,-2.33609,0.15705,2.571134,5.873116,-1.150791,6.040453,-4.455175,-1.383343,3.857594,-2.300382,-8.932776,4.045093,1.744944,1.063801,8.473193,-4.947233,-5.208155,3.645003,-0.109123,-6.262609,2.070294,7.001626,0.531448,3.114267,1.609361,-0.263508,0.611352,5.940765,5.299882,4.521979,6.078254,5.01048,-1.945757,5.195598,-1.073043,-2.274409,4.664656,5.375393,5.192115,-3.221026,0.773024,6.191225,6.171724,1.438414,2.819363,5.318143,3.916796,6.17286,5.325237,5.118745,-2.57369,0.414811,0.030928,-1.605203,6.906911,5.080375,6.265494,7.608288,2.323716,-0.746263,5.738219
"PANC-08-13",0.489097,5.033218,0.333706,0.874539,-3.058771,7.480054,4.323488,7.086067,1.56958,4.671426,0.846877,2.536062,-2.408058,1.405436,7.285971,3.829146,7.193434,2.344733,4.690781,6.5388,5.234812,4.775793,8.098975,6.92977,2.355435,-3.737605,0.291198,-4.755471,-0.146445,6.438188,2.48924,6.236676,-2.561921,-1.138739,5.949508,-2.282222,-3.46969,3.629454,4.591541,1.289843,7.167861,-3.103624,-2.789141,3.11543,2.051695,-3.440123,1.357414,6.066855,3.091583,1.290533,1.333953,4.566513,-0.363855,5.578943,5.951688,4.984371,2.702089,4.751744,-0.414482,1.770465,4.096216,-0.631545,4.677709,4.022673,3.222622,-4.64242,0.152003,5.612151,5.303332,2.721025,1.227528,4.498651,6.394166,4.695263,3.875055,3.933143,-2.847201,2.75276,-0.555319,0.29703,5.050576,4.979925,4.688602,5.020003,4.310203,1.32592,4.203213
"PANC-10-05",-2.425345,1.060493,-4.174669,-2.607086,-5.647943,7.297135,4.779347,6.47202,-1.031886,3.181787,3.693438,0.740899,-0.776401,3.018533,5.574096,3.980511,3.617647,-0.877964,2.707779,5.63725,1.680577,4.213706,5.879151,2.43495,1.422097,-3.647157,-2.16358,-1.52725,1.547222,4.441058,-1.362333,5.871573,-4.042863,-1.936766,3.251882,-3.125941,-6.794769,2.684941,1.620253,2.691637,8.125773,-3.928254,-3.151244,2.152654,-0.220952,-4.331869,1.462694,5.996553,1.313917,3.529339,2.12471,4.281252,-1.866837,5.62231,5.613565,4.414118,5.353368,4.757617,0.959793,3.711083,0.794045,-0.887461,5.17053,4.632971,5.987564,-2.209151,2.682711,4.85827,5.895147,4.281121,4.282846,6.480777,5.942998,5.712109,5.109881,5.665484,-1.404204,2.777706,0.86299,-0.612934,6.133442,3.124901,4.747984,4.321301,5.04751,0.098011,3.498934
"PC-14",-1.443411,2.274426,-1.593046,-0.710753,-5.725927,7.287189,4.501784,5.253193,-0.61888,2.511547,1.298657,5.567442,-0.131704,3.163883,8.906125,2.745412,3.155981,0.410229,4.991429,2.7463,2.997142,3.179866,6.150612,3.912031,3.879905,-4.826667,-2.946483,2.803115,3.765567,5.943471,-1.699957,3.038214,-3.945431,-3.138803,2.802768,-2.58458,-5.469436,4.574425,2.911827,1.285935,5.93854,-4.299382,-5.645269,1.744455,-0.495114,-5.952129,-0.557114,6.200879,-1.09838,4.879559,1.031439,1.426883,-1.142598,5.043655,6.105619,0.256227,5.598708,4.973793,-0.875611,5.081982,-0.799641,-3.195918,5.20662,4.592092,5.107533,-3.69982,-2.870278,5.934625,3.929473,3.559999,4.803269,6.440974,6.11547,6.448017,5.170041,4.481497,-3.066725,1.317002,-0.528146,2.657078,6.248047,4.834834,5.27988,4.793603,3.262459,-1.106757,3.405383
"PC-3",-0.043727,4.115362,1.040851,1.404034,-2.258713,6.703778,2.330109,4.011375,1.540108,4.595689,3.794021,3.668709,1.514566,1.813312,6.034421,3.897115,2.110456,-0.152228,2.352658,2.694998,2.093846,4.789575,6.814593,6.634032,6.035545,-4.828123,0.560071,0.655624,4.880304,4.182545,2.58886,6.369737,-2.026734,-0.735073,5.359898,-2.664115,-3.756351,1.989891,2.423829,2.452882,5.706051,-4.966969,-3.726087,3.905181,-0.147822,-4.800594,2.590817,5.838186,1.675271,5.05884,2.042135,4.327763,-4.124033,5.285655,3.355776,4.631203,5.388821,3.081811,2.273475,4.863239,2.534176,-2.535251,4.990278,2.603196,3.779549,-5.275483,3.049569,6.413243,3.977043,1.428902,2.113109,5.028973,3.744201,5.592156,4.72052,2.890609,-5.280953,1.777686,-0.325318,2.204818,6.383724,5.376956,4.361507,5.36692,3.584397,-0.334884,4.670376
"PF-382",-2.700586,-0.323123,-3.118543,-1.383797,-4.446347,6.690276,4.024691,3.268593,-0.947888,5.841868,-1.566697,2.292398,-0.743218,3.707425,4.446894,3.713908,0.691129,-0.236342,2.458115,1.819169,2.044927,0.057201,1.677518,3.785512,0.877918,-3.654681,-3.008009,3.738245,4.271484,4.826398,-0.852951,6.128431,-3.031192,-1.295431,4.898298,-4.542352,-4.746325,4.956934,0.539062,3.636356,8.135219,-5.769611,-3.407199,4.639097,-1.029837,-1.185776,-3.516056,6.445443,2.663563,-0.572457,-0.176117,5.709765,-1.29416,4.86989,5.050304,3.444819,5.650292,4.117406,-1.32444,5.06545,-1.63992,4.300226,4.648589,4.06662,5.482945,0.474981,4.186048,7.036411,6.495744,1.853898,5.329859,7.101438,5.998909,6.615775,5.702015,5.826701,-2.362616,0.762873,0.080879,3.439927,6.607449,4.133999,6.650809,5.202133,6.552014,-0.229605,5.659032
"PFSK-1",-0.388497,4.550601,0.499529,1.772154,-3.885508,7.689048,5.008639,3.600956,2.64665,3.553176,3.442528,3.038826,-0.209172,3.076562,5.613036,3.848243,3.279156,4.338233,5.655166,2.638441,2.515251,3.708692,6.415872,4.882075,1.97259,-4.360281,0.186743,2.239531,3.617477,7.505251,3.509857,7.044821,-2.276195,0.582537,5.168011,-1.604669,-4.318847,5.297388,3.647358,3.021522,10.286561,-3.975496,-4.850955,2.322735,1.32923,-6.35629,-0.478829,5.109658,2.382246,1.46023,-0.066314,5.475246,-4.274988,2.557445,3.225417,3.640023,5.631757,1.170289,-1.544704,1.612397,1.505944,1.317105,5.209661,2.786601,5.060279,-5.885787,3.442371,6.038876,3.477056,2.084477,1.972044,2.560602,4.597556,4.408505,4.767255,2.626453,-2.998932,0.400778,-0.093973,-1.271083,5.843412,4.985105,3.410192,4.73255,3.869798,-1.733143,4.62709
"PSN1",-4.490128,4.92083,-11.010821,-5.970033,1.491607,6.775221,4.495924,1.04175,3.94653,5.202137,4.195087,5.996342,2.840401,3.874116,9.163398,3.722632,-0.067809,4.263015,4.777213,1.688739,1.170742,3.31525,3.954978,0.781843,-0.10861,-9.61179,-5.36684,-2.54819,1.662477,1.387345,-1.974144,5.658363,-5.750842,-3.12911,2.76421,-4.551759,-8.661709,4.038229,0.106129,2.099448,7.575768,-5.786321,-6.686231,0.516077,-1.64603,-7.221987,0.461617,4.769096,3.663354,3.717828,0.828171,-1.618411,-0.948673,4.327048,5.777939,4.252052,4.775412,3.074788,-0.525635,3.790236,-1.465135,-3.07844,4.183413,3.763737,4.068513,-5.561963,3.930637,4.367735,4.008066,1.027161,4.494249,6.171667,4.737966,6.327267,5.034622,1.412948,-3.114469,1.683219,-0.260624,-3.258461,6.335456,7.008588,5.656684,5.043727,3.374533,-1.788312,3.54385
"QIMR-WIL",-3.876438,-1.867037,-11.624749,-2.123746,-5.794778,6.131971,4.769009,1.894024,0.502978,5.298899,-1.095901,1.377877,-1.068786,4.686382,6.049933,0.817134,0.395298,-1.704328,4.189876,1.666334,1.919839,3.213399,1.067779,2.174612,-0.541637,-0.639936,-2.023207,1.840085,5.541885,3.897961,-0.451675,4.756864,-4.367105,0.440964,2.544452,-4.471415,-6.737529,5.31306,-4.116067,5.457312,7.145889,-5.860085,-5.888579,3.096446,1.892821,-4.822192,-3.24463,5.204358,4.368776,-2.10914,-0.311606,5.861982,-2.312861,3.96698,5.576308,0.096001,5.917536,0.72173,-1.951713,4.376422,-2.197919,3.284305,3.913169,5.469677,2.595285,-2.339097,4.135226,5.078256,3.156526,1.622837,4.152696,7.361122,7.135523,1.094445,5.473091,4.127462,-2.048218,2.5987,-0.32935,2.37131,6.615603,4.371614,5.944388,5.765384,2.717205,-2.05637,5.769925
"RCC10RGB",3.403231,4.585906,-0.456113,0.299632,1.192749,6.304742,4.438393,6.6524,0.619868,1.457403,0.781962,1.93591,-0.11816,0.843749,6.950903,1.144496,2.920193,0.447183,3.65472,4.694701,4.376966,4.621702,4.752582,6.834202,3.219111,0.616564,0.131077,2.020241,1.082757,4.205571,4.256525,4.762399,-0.329638,-2.826665,4.468956,-2.672506,-3.927616,3.525871,2.138647,2.102266,11.008069,-2.174912,-0.672569,6.821594,1.544213,-0.098965,3.006187,7.310138,1.389404,2.196737,3.057903,3.422902,1.907899,6.319926,6.187579,4.081958,5.641934,4.593839,2.353801,5.323495,2.983931,2.615278,4.623285,4.987645,5.62104,1.511945,2.893472,6.190417,5.431112,3.125662,3.028775,5.539083,6.377059,2.182331,4.940402,2.888027,-1.495244,2.410091,0.717211,1.428923,5.466385,4.550685,6.037642,5.159682,4.870993,2.627369,4.34368
"RCM-1",1.502458,3.044293,-0.408296,-0.165727,-0.290615,7.52574,4.433905,5.698384,0.829854,4.025491,3.256772,5.890705,0.564808,3.625296,8.000579,3.352363,5.925736,0.694243,4.21445,3.109096,2.169974,5.285273,7.491411,5.662158,2.397587,-2.107493,-0.559208,2.890007,4.855642,5.675823,0.232521,5.744294,-1.852779,-1.34751,5.575395,-2.141501,-4.185062,4.176032,4.384242,4.381986,9.795828,-3.552421,0.314588,4.809574,1.389562,-3.297868,0.379387,4.741467,1.804542,0.695142,0.114241,-1.993371,2.207899,6.285974,6.07783,2.206234,6.102221,4.356525,-0.007452,5.496769,0.462591,0.05361,4.366648,5.463107,6.735575,1.109077,0.927973,5.881257,5.237492,4.600981,4.156925,6.718763,6.94694,5.678195,4.857129,5.462506,-0.699807,2.265715,1.510546,-3.060827,4.721231,4.827285,3.979936,4.834335,3.222031,1.220656,4.448366
"REH",-4.814061,-1.495051,-4.233058,-5.972335,-4.932744,7.01939,4.75735,3.564241,-0.666808,3.142855,2.631762,1.842832,-0.325833,2.497931,5.730919,3.962997,0.207813,-1.91761,2.441331,2.153972,2.444192,-0.057349,1.213887,3.854511,0.812208,-5.053066,-3.071488,3.048628,2.463435,5.284434,-4.3132,6.804025,-3.882833,0.001831,3.3653,-3.205762,-6.342173,4.853089,-2.826781,4.496134,7.638742,-5.950445,-4.858479,3.06135,-2.490726,-3.301691,-4.107856,7.043069,2.225787,-2.370711,-0.002655,5.144067,-0.421874,5.038505,6.40498,1.867576,3.482749,4.219691,-0.94451,5.446886,-1.352342,3.928829,3.362656,5.402943,5.289918,-3.981782,3.86528,4.73055,5.028451,1.73149,4.618203,6.976153,7.097102,1.97142,2.321659,5.533959,-2.70241,-1.421804,-1.167207,3.331654,6.127224,6.860563,5.554471,7.324131,2.635656,-0.089802,3.765647
"RERF-LC-MS",-0.855556,0.913939,-1.733358,0.03108,-4.586944,4.525483,3.971558,7.001097,1.382168,5.041951,3.782555,6.075975,-0.134739,2.138412,7.418971,2.396144,5.236593,1.432694,3.263264,3.421153,0.400413,5.226966,5.821587,6.564876,5.827206,-6.59422,0.06156,1.155462,4.602688,3.644731,3.885378,6.855265,-2.007648,-4.528108,5.1222,-1.426375,-3.709127,3.930628,6.328614,3.705142,11.63186,-3.777939,-4.18992,6.034547,0.567837,-6.557548,0.104994,3.945147,3.749709,5.334138,1.62315,0.283095,-0.598015,4.786647,6.390137,4.214116,6.317269,4.878179,-0.390516,3.201236,-0.207683,-0.292856,5.469504,4.938826,5.482859,-4.758458,2.865102,6.740818,6.644223,1.67672,5.085686,5.948245,6.809132,6.739928,5.204684,6.297964,-2.084978,2.122089,1.377569,-0.788952,4.965619,4.560234,3.29129,3.486602,2.177306,-3.347103,4.633109
"RKO",-3.804155,-0.75342,-10.488544,-2.077105,-6.489118,6.473517,4.420381,1.214869,-0.867095,4.769817,0.883886,1.1196,-2.141593,3.059657,7.806724,4.202284,-0.271459,-1.308213,2.967534,0.69653,0.792102,4.889454,1.664818,0.457227,1.017073,-6.431489,-4.562373,0.218243,4.708781,2.317649,-0.645804,6.497402,-4.796131,-1.488496,4.340936,-3.720877,-9.645172,4.082722,0.203247,0.837196,8.705958,-5.445345,-5.264132,4.279205,-0.618854,-6.684586,1.560854,5.005647,2.837605,4.615691,1.196214,0.328738,-1.998933,5.082461,5.445959,4.001297,5.331897,4.742743,-0.653566,4.662248,-1.205668,-2.140116,4.325572,5.095566,5.390571,-3.864306,2.674666,5.920308,5.273988,1.912147,4.017639,6.005751,6.046913,1.263946,4.053414,3.90873,-3.26161,3.287027,-0.141365,-2.956083,6.91337,3.816457,5.932518,5.010939,3.30921,-4.188168,4.666082
"RL",0.351121,7.11469,4.991366,1.693148,-0.879156,7.331282,4.977958,5.596924,4.70412,6.296081,3.353097,7.024585,0.460894,6.134075,6.39858,3.040689,6.694687,6.141593,5.918293,5.846723,3.89355,6.118249,4.864866,7.997401,6.905488,0.601221,3.05709,6.339444,6.222947,6.226092,7.729141,7.387741,-1.266781,-0.506629,6.572832,-2.032512,0.507056,5.036901,6.565449,6.473737,9.608024,-4.44571,-6.72525,6.977647,1.078765,-3.616187,-1.421483,3.695995,3.504654,-0.652255,0.005926,6.547545,-2.992059,6.0481,6.437088,5.308331,6.371041,2.731497,0.950867,5.577256,-1.46511,3.080442,5.464206,5.302268,4.424158,-3.824511,4.181052,6.397173,6.18231,3.763455,5.231679,6.757752,6.523362,6.845505,5.254462,6.260495,-3.649322,4.120441,-1.156495,3.548212,5.626408,6.056071,6.061586,5.281911,5.62132,-1.57926,5.644396
"RMG-I",-0.665579,4.255616,3.758892,1.241636,-2.366655,4.051102,3.945307,4.311725,1.052242,4.555005,2.92824,2.872512,0.225307,4.341194,6.708748,4.305114,3.707337,-0.145918,5.025656,2.223745,2.439988,4.974315,6.793264,4.693408,2.915587,-4.317897,-0.245745,3.822912,5.033536,5.710035,-8.933828,6.952806,-1.002642,-1.557687,5.300625,-1.945322,-3.343993,4.152354,3.146593,2.494536,11.171202,-1.408551,-2.149167,7.051461,2.920839,-3.399065,2.369587,7.182165,1.733322,-0.703932,1.107216,4.037633,0.155808,6.086439,5.784641,3.509408,5.109989,3.900848,0.645989,1.874216,2.196743,4.034902,5.688186,3.142764,5.434923,1.345618,2.000528,7.067811,5.406518,5.258144,3.303325,5.740291,6.220498,3.381469,4.170753,3.255089,-0.760234,2.930562,1.438541,-2.437972,5.164879,3.155053,4.261011,3.103097,3.76822,-1.576886,5.553575
"RO82-W-1",0.295178,4.656213,1.486944,2.589822,0.315547,7.599816,3.141207,4.932487,0.434418,3.286075,-0.517259,4.699717,1.968596,3.146354,9.474718,3.13733,5.518745,1.044844,3.856052,3.960714,3.498898,2.919238,6.65553,4.279377,3.093487,-0.153643,0.880664,2.957815,4.103866,6.079676,5.825913,6.917756,0.287722,-0.791197,5.701883,-1.968227,-0.834769,3.266701,3.567121,2.682812,8.98677,-4.205594,-5.190417,4.277679,2.13843,-5.019901,1.979744,6.477533,3.775409,4.165906,2.569932,3.686963,-0.108892,5.59275,5.614132,1.595298,6.234314,2.477076,0.890879,5.905216,2.281641,-0.92384,4.852147,2.160375,5.524106,-3.641277,3.470737,6.774723,5.316236,1.466845,2.04709,7.071474,6.153066,4.599523,1.252348,5.526194,-2.815015,1.464607,0.419241,0.925784,5.304969,3.909192,5.245874,4.408502,2.80241,0.733877,5.809983
"RPMI-2650",-4.291105,-0.558685,-4.040707,-1.630932,-4.605559,7.063479,4.504725,2.848198,1.024725,5.325287,0.546494,3.48212,-1.494842,1.418218,5.632744,1.794032,0.693728,-0.981512,1.754312,1.990275,0.684214,3.097421,6.395912,3.044043,-0.361909,-5.899953,-3.773995,-1.739152,3.717449,3.900494,-0.457044,5.053491,-4.2463,-0.720386,3.772264,-3.363588,-6.173969,4.172301,2.114502,0.948726,11.527893,-6.111734,-3.626655,4.324789,-0.912646,-5.789816,1.822583,6.883783,4.279094,1.679263,0.971322,2.340218,-2.143614,4.10906,6.043884,2.041625,6.336643,3.203404,0.844402,5.246231,0.171842,1.473222,4.374037,5.002713,5.462967,-3.377434,2.45001,5.925349,4.560806,4.57973,4.230713,6.209899,5.47924,2.072434,3.779213,4.737702,-2.943325,1.282702,0.520676,2.288926,6.809463,3.98609,2.625564,5.604149,3.827259,-1.434188,2.616409
"RPMI-6666",-2.718207,0.031698,-9.637489,-1.515906,-4.98171,7.578391,5.177939,5.030558,1.227178,6.197254,-0.651341,-0.440379,-1.216618,4.512967,5.428711,2.354894,2.165281,-0.532506,3.927951,2.160369,3.006593,0.035829,4.037912,2.784589,0.363881,-3.154833,-2.411608,2.960197,8.023174,7.192387,-0.80957,7.657008,-4.765748,0.010483,3.117528,-5.193144,-6.503599,5.685216,-4.905304,4.092587,9.33585,-3.386926,-4.145744,1.855705,1.736239,-3.214189,-0.251867,5.411141,2.764971,-2.615392,-0.0129,3.525557,-2.259045,4.291775,5.483311,1.237339,5.256024,4.796454,1.053865,5.412776,-1.501546,1.522679,3.08883,5.212801,5.294612,2.193222,3.207032,5.099247,5.283168,2.381341,3.391068,6.822749,6.799385,1.470741,2.62149,6.001674,-3.217577,0.100393,-1.015371,2.651785,6.225656,6.241622,5.506671,4.89746,2.820116,0.564089,4.063285
"RPMI-7951",-2.03911,0.826733,-9.824206,-1.78648,-4.731247,6.116811,5.294759,0.343852,-0.49228,0.993965,3.718621,2.999607,-0.327801,1.163578,5.775755,2.672958,5.241712,-1.857313,4.779152,3.241622,3.37599,4.472462,7.6205,3.990797,1.247944,-5.527389,-0.674187,1.893116,5.682012,7.240497,0.218677,5.783019,-5.065001,-2.282414,4.373438,-3.137099,-6.860141,5.043292,2.599353,4.031087,7.366606,-5.348907,-6.402313,1.402029,-1.080234,-7.483955,0.669353,5.102387,3.317148,1.440813,1.321017,-0.272871,-3.664339,5.6413,6.284071,3.215794,6.295124,3.730331,-1.513828,2.891058,-1.779653,-5.364941,4.75505,3.951035,6.217985,-3.041361,2.294325,4.828064,2.872122,1.158517,2.37599,5.872454,5.39473,5.543872,4.578914,2.784896,-3.948546,1.519517,-0.307436,-1.171611,6.818112,5.954817,6.207049,5.603365,2.184381,-0.118434,4.763923
"RPMI-8226",-1.544749,2.66196,-4.13411,0.213873,-4.072666,7.113977,3.518243,4.919563,3.014492,4.669812,4.874934,7.107522,0.033873,4.027925,6.768135,4.859769,2.103298,-0.751033,6.501316,2.619859,1.880441,2.138181,6.532405,6.488605,3.710417,-4.209194,-1.150713,4.781334,6.009603,5.507027,6.809429,7.596275,-2.143995,-0.189787,6.002137,-2.611894,-5.003825,4.252025,2.200391,5.994007,4.290707,-2.591523,-6.209962,3.344525,3.214298,-6.232255,-3.208274,-0.516397,2.275129,-2.105805,-0.54372,1.18537,-4.950164,3.733071,3.730435,0.878091,2.794546,1.963286,-1.856273,3.737362,-1.353426,-1.216273,2.173177,5.140065,3.375325,-3.991334,1.240639,3.487045,5.345216,0.913352,2.958473,6.928,6.81275,5.306321,1.402469,5.032648,-3.712698,-0.222651,-1.700994,-1.143342,6.105094,3.741516,6.086178,4.407984,2.309996,-1.768954,5.631953
"RPMI-8402",-2.921419,-1.305311,-3.080658,-4.067175,-4.3978,5.92495,4.551535,3.390339,-0.548774,6.234452,2.185968,2.339232,-0.502127,2.602923,5.746453,4.216055,1.345978,0.40434,2.793801,1.399796,1.923657,0.57172,1.752458,6.033777,0.569302,-5.253974,-3.985434,1.31156,4.47315,6.429678,3.42556,6.688023,-0.649953,0.030228,5.514595,-5.902087,-5.414564,2.449844,0.249612,2.158448,7.037388,-6.090831,-4.85909,3.463524,-2.176071,-3.388843,-5.969144,6.087847,3.376552,-0.9554,-0.567101,6.167705,-0.975705,5.641907,6.140589,2.319936,5.979135,2.218699,-1.943989,4.900147,-2.140006,4.395245,4.760592,5.400926,3.748922,-1.570623,3.643815,6.378929,6.096949,0.022634,3.9351,7.032884,6.802741,5.319829,3.212809,5.194975,-3.126277,-1.068832,-0.874838,3.319712,6.730605,3.251956,4.232745,3.789874,3.67214,-1.518044,5.98251
"RPMI-8866",-1.649582,1.536614,-2.351428,0.27594,-4.962226,5.801696,4.969683,4.3867,4.691677,4.047274,4.240518,7.149927,0.166696,6.208025,9.677796,4.632564,2.069258,-0.623547,6.235704,2.091532,1.199291,3.675718,5.460222,8.238017,4.188212,-0.585564,-2.020331,6.539094,5.265604,5.860239,2.068065,8.212861,1.766086,-0.441961,6.905287,-3.175756,-3.920136,5.355906,5.408408,4.748408,6.150567,-7.669524,-8.349531,2.981056,-0.110593,-5.798208,-4.490057,1.309824,0.750803,-2.441842,-1.353331,1.937219,-5.887135,1.231466,2.176178,-1.426118,2.291883,0.223574,-2.589341,3.87248,-2.959657,0.261312,1.08669,5.02503,1.955733,-5.641294,2.764884,1.64101,1.703888,0.809883,0.675194,6.598345,6.095476,0.341194,2.433791,4.135761,-4.237169,-1.888074,-1.994441,0.634068,4.253276,3.311724,5.995444,5.190472,1.318472,-1.594347,3.0164
"RS4-11",-3.955747,-1.629047,-7.745615,-3.356439,-4.829524,7.489782,4.859939,3.258831,-0.471328,0.669955,1.414044,-0.303729,-1.27137,1.249084,3.531658,3.571238,1.537055,-0.875245,1.900083,2.354356,2.583988,1.235058,3.145528,2.192967,0.210738,-6.647803,-2.46545,-2.278913,-1.085967,4.627341,-6.411123,5.675389,-3.38647,-1.080466,2.274022,-4.961791,-6.206226,3.8664,0.664543,1.368219,5.860776,-7.010688,-5.401807,1.718147,-0.964964,-3.879573,-4.954771,1.492314,-0.564602,-3.716129,-0.183382,4.941463,-4.773632,2.417771,3.415235,-0.721877,3.098121,3.183952,-1.593641,4.905469,-2.781429,4.431245,1.309879,5.703073,2.000162,-1.239692,2.499178,3.785897,2.534704,-0.104372,0.581328,6.217724,6.818309,0.713714,0.950841,4.197696,-3.320381,-2.40488,-2.518651,3.366707,5.666018,3.507208,6.028731,5.132488,1.399407,-1.347745,3.277755
"RT-112",-3.413776,-0.477186,-8.969093,-1.72608,-5.692511,6.730774,4.614333,2.38359,-0.025488,1.969146,-1.435711,3.883645,-1.08717,-0.015517,5.172402,3.376154,0.189026,-2.65402,1.905016,2.533167,1.809133,1.397913,3.305955,0.027442,4.383865,-5.468717,-0.406664,-0.286239,2.091465,6.09467,0.841383,4.995328,-5.230066,-3.181291,0.098727,-4.674402,-7.395093,3.941264,-0.962964,5.322546,7.53543,-4.208043,-5.911589,2.66144,-0.689286,-6.514755,-1.949753,4.335432,1.775367,3.025882,0.465516,0.462157,-3.055736,5.475462,5.319977,2.798152,5.407931,0.758112,-0.694731,3.577282,-0.767755,-1.963627,2.734266,0.460881,5.828828,-4.25209,3.129457,6.535362,5.763014,1.388032,3.383071,3.583182,5.825015,4.655781,-0.60328,5.652295,-3.929061,1.887582,-0.163261,-3.019561,6.439322,7.043392,5.718968,6.23882,1.93565,-0.626341,4.182359
